Canadian Interest Rates


Weekly (Wednesday) series: 2015-09-09 - 2025-09-03
V80691310 = Bank rate

Summary,Date,V80691310
Low,2022-03-02,0.50
High,2024-06-05,5.25
Average,2015-09-09 - 2025-09-03,2.10

Date,V80691310
2020-06-17, 0.50
2020-06-10, 0.50
2020-06-03, 0.50
2020-05-27, 0.50
2020-05-20, 0.50
2020-05-13, 0.50
2020-05-06, 0.50
2020-04-29, 0.50
2020-04-22, 0.50
2020-04-15, 0.50
2020-04-08, 0.50
2020-04-01, 0.50
2020-03-25, 1.00
2020-03-18, 1.00
2020-03-11, 1.50
2020-03-04, 1.50
2020-02-26, 2.00
2020-02-19, 2.00
2020-02-12, 2.00
2020-02-05, 2.00
2020-01-29, 2.00
2020-01-22, 2.00
2020-01-15, 2.00
2020-01-08, 2.00
2020-01-01, 2.00
2019-12-25, 2.00
2019-12-18, 2.00
2019-12-11, 2.00
2019-12-04, 2.00
2019-11-27, 2.00
2019-11-20, 2.00
2019-11-13, 2.00
2019-11-06, 2.00
2019-10-30, 2.00
2019-10-23, 2.00
2019-10-16, 2.00
2019-10-09, 2.00
2019-10-02, 2.00
2019-09-25, 2.00
2019-09-18, 2.00
2019-09-11, 2.00
2019-09-04, 2.00
2019-08-28, 2.00
2019-08-21, 2.00
2019-08-14, 2.00
2019-08-07, 2.00
2019-07-31, 2.00
2019-07-24, 2.00
2019-07-17, 2.00
2019-07-10, 2.00
2019-07-03, 2.00
2019-06-26, 2.00
2019-06-19, 2.00
2019-06-12, 2.00
2019-06-05, 2.00
2019-05-29, 2.00
2019-05-22, 2.00
2019-05-15, 2.00
2019-05-08, 2.00
2019-05-01, 2.00
2019-04-24, 2.00
2019-04-17, 2.00
2019-04-10, 2.00
2019-04-03, 2.00
2019-03-27, 2.00
2019-03-20, 2.00
2019-03-13, 2.00
2019-03-06, 2.00
2019-02-27, 2.00
2019-02-20, 2.00
2019-02-13, 2.00
2019-02-06, 2.00
2019-01-30, 2.00
2019-01-23, 2.00
2019-01-16, 2.00
2019-01-09, 2.00
2019-01-02, 2.00
2018-12-26, 2.00
2018-12-19, 2.00
2018-12-12, 2.00
2018-12-05, 2.00
2018-11-28, 2.00
2018-11-21, 2.00
2018-11-14, 2.00
2018-11-07, 2.00
2018-10-31, 2.00
2018-10-24, 2.00
2018-10-17, 1.75
2018-10-10, 1.75
2018-10-03, 1.75
2018-09-26, 1.75
2018-09-19, 1.75
2018-09-12, 1.75
2018-09-05, 1.75
2018-08-29, 1.75
2018-08-22, 1.75
2018-08-15, 1.75
2018-08-08, 1.75
2018-08-01, 1.75
2018-07-25, 1.75
2018-07-18, 1.75
2018-07-11, 1.75
2018-07-04, 1.50
2018-06-27, 1.50
2018-06-20, 1.50
2018-06-13, 1.50
2018-06-06, 1.50
2018-05-30, 1.50
2018-05-23, 1.50
2018-05-16, 1.50
2018-05-09, 1.50
2018-05-02, 1.50
2018-04-25, 1.50
2018-04-18, 1.50
2018-04-11, 1.50
2018-04-04, 1.50
2018-03-28, 1.50
2018-03-21, 1.50
2018-03-14, 1.50
2018-03-07, 1.50
2018-02-28, 1.50
2018-02-21, 1.50
2018-02-14, 1.50
2018-02-07, 1.50
2018-01-31, 1.50
2018-01-24, 1.50
2018-01-17, 1.50
2018-01-10, 1.25
2018-01-03, 1.25
2017-12-27, 1.25
2017-12-20, 1.25
2017-12-13, 1.25
2017-12-06, 1.25
2017-11-29, 1.25
2017-11-22, 1.25
2017-11-15, 1.25
2017-11-08, 1.25
2017-11-01, 1.25
2017-10-25, 1.25
2017-10-18, 1.25
2017-10-11, 1.25
2017-10-04, 1.25
2017-09-27, 1.25
2017-09-20, 1.25
2017-09-13, 1.25
2017-09-06, 1.25
2017-08-30, 1.00
2017-08-23, 1.00
2017-08-16, 1.00
2017-08-09, 1.00
2017-08-02, 1.00
2017-07-26, 1.00
2017-07-19, 1.00
2017-07-12, 1.00
2017-07-05, 0.75
2017-06-28, 0.75
2017-06-21, 0.75
2017-06-14, 0.75
2017-06-07, 0.75
2017-05-31, 0.75
2017-05-24, 0.75
2017-05-17, 0.75
2017-05-10, 0.75
2017-05-03, 0.75
2017-04-26, 0.75
2017-04-19, 0.75
2017-04-12, 0.75
2017-04-05, 0.75
2017-03-29, 0.75
2017-03-22, 0.75
2017-03-15, 0.75
2017-03-08, 0.75
2017-03-01, 0.75
2017-02-22, 0.75
2017-02-15, 0.75
2017-02-08, 0.75
2017-02-01, 0.75
2017-01-25, 0.75
2017-01-18, 0.75
2017-01-11, 0.75
2017-01-04, 0.75
2016-12-28, 0.75
2016-12-21, 0.75
2016-12-14, 0.75
2016-12-07, 0.75
2016-11-30, 0.75
2016-11-23, 0.75
2016-11-16, 0.75
2016-11-09, 0.75
2016-11-02, 0.75
2016-10-26, 0.75
2016-10-19, 0.75
2016-10-12, 0.75
2016-10-05, 0.75
2016-09-28, 0.75
2016-09-21, 0.75
2016-09-14, 0.75
2016-09-07, 0.75
2016-08-31, 0.75
2016-08-24, 0.75
2016-08-17, 0.75
2016-08-10, 0.75
2016-08-03, 0.75
2016-07-27, 0.75
2016-07-20, 0.75
2016-07-13, 0.75
2016-07-06, 0.75
2016-06-29, 0.75
2016-06-22, 0.75
2016-06-15, 0.75
2016-06-08, 0.75
2016-06-01, 0.75
2016-05-25, 0.75
2016-05-18, 0.75
2016-05-11, 0.75
2016-05-04, 0.75
2016-04-27, 0.75
2016-04-20, 0.75
2016-04-13, 0.75
2016-04-06, 0.75
2016-03-30, 0.75
2016-03-23, 0.75
2016-03-16, 0.75
2016-03-09, 0.75
2016-03-02, 0.75
2016-02-24, 0.75
2016-02-17, 0.75
2016-02-10, 0.75
2016-02-03, 0.75
2016-01-27, 0.75
2016-01-20, 0.75
2016-01-13, 0.75
2016-01-06, 0.75
2015-12-30, 0.75
2015-12-23, 0.75
2015-12-16, 0.75
2015-12-09, 0.75
2015-12-02, 0.75
2015-11-25, 0.75
2015-11-18, 0.75
2015-11-11, 0.75
2015-11-04, 0.75
2015-10-28, 0.75
2015-10-21, 0.75
2015-10-14, 0.75
2015-10-07, 0.75
2015-09-30, 0.75
2015-09-23, 0.75
2015-09-16, 0.75
2015-09-09, 0.75


Weekly (Friday) series: 2015-09-11 - 2025-08-29
Weekly effective household interest rate = Weekly effective household interest rate
Weekly effective business interest rate = Weekly effective business interest rate

Summary,Date,Weekly effective household interest rate,Date,Weekly effective business interest rate
Low,2021-03-05,2.47,2021-01-29,2.16
High,2023-11-10,6.87,2023-10-20,6.89
Average,2015-09-11 - 2025-08-29,4.06,2015-09-11 - 2025-08-29,3.89

Date,Weekly effective household interest rate,Weekly effective business interest rate
2025-08-29, 5.10, 4.75
2025-08-22, 5.11, 4.76
2025-08-15, 5.11, 4.76
2025-08-08, 5.12, 4.75
2025-08-01, 5.11, 4.77
2025-07-25, 5.08, 4.81
2025-07-18, 5.08, 4.83
2025-07-11, 5.08, 4.81
2025-07-04, 5.08, 4.78
2025-06-27, 5.08, 4.78
2025-06-20, 5.09, 4.80
2025-06-13, 5.08, 4.78
2025-06-06, 5.08, 4.81
2025-05-30, 5.08, 4.75
2025-05-23, 5.04, 4.82
2025-05-16, 5.05, 4.78
2025-05-09, 5.05, 4.80
2025-05-02, 5.05, 4.82
2025-04-25, 5.03, 4.84
2025-04-18, 4.99, 4.83
2025-04-11, 4.97, 4.86
2025-04-04, 4.98, 4.74
2025-03-28, 5.01, 4.74
2025-03-21, 5.07, 4.75
2025-03-14, 5.12, 4.85
2025-03-07, 5.20, 4.89
2025-02-28, 5.20, 4.88
2025-02-21, 5.21, 4.91
2025-02-14, 5.23, 4.90
2025-02-07, 5.26, 4.89
2025-01-31, 5.30, 5.01
2025-01-24, 5.34, 5.11
2025-01-17, 5.34, 5.14
2025-01-10, 5.36, 5.15
2025-01-03, 5.38, 5.11
2024-12-27, 5.36, 5.13
2024-12-20, 5.37, 5.12
2024-12-13, 5.46, 5.28
2024-12-06, 5.55, 5.39
2024-11-29, 5.55, 5.44
2024-11-22, 5.54, 5.52
2024-11-15, 5.55, 5.48
2024-11-08, 5.55, 5.48
2024-11-01, 5.56, 5.49
2024-10-25, 5.63, 5.66
2024-10-18, 5.78, 5.75
2024-10-11, 5.77, 5.79
2024-10-04, 5.78, 5.77
2024-09-27, 5.81, 5.72
2024-09-20, 5.84, 5.64
2024-09-13, 5.88, 5.75
2024-09-06, 5.93, 5.88
2024-08-30, 6.00, 5.99
2024-08-23, 6.00, 5.97
2024-08-16, 6.02, 5.98
2024-08-09, 6.08, 6.01
2024-08-02, 6.10, 5.99
2024-07-26, 6.15, 6.17
2024-07-19, 6.21, 6.24
2024-07-12, 6.20, 6.27
2024-07-05, 6.21, 6.31
2024-06-28, 6.23, 6.29
2024-06-21, 6.24, 6.25
2024-06-14, 6.26, 6.26
2024-06-07, 6.32, 6.38
2024-05-31, 6.38, 6.50
2024-05-24, 6.39, 6.49
2024-05-17, 6.39, 6.50
2024-05-10, 6.40, 6.50
2024-05-03, 6.41, 6.51
2024-04-26, 6.40, 6.53
2024-04-19, 6.39, 6.52
2024-04-12, 6.40, 6.47
2024-04-05, 6.41, 6.45
2024-03-29, 6.41, 6.44
2024-03-22, 6.40, 6.45
2024-03-15, 6.41, 6.48
2024-03-08, 6.44, 6.44
2024-03-01, 6.44, 6.47
2024-02-23, 6.44, 6.48
2024-02-16, 6.44, 6.51
2024-02-09, 6.44, 6.50
2024-02-02, 6.49, 6.46
2024-01-26, 6.47, 6.50
2024-01-19, 6.47, 6.50
2024-01-12, 6.51, 6.45
2024-01-05, 6.49, 6.46
2023-12-29, 6.55, 6.41
2023-12-22, 6.59, 6.44
2023-12-15, 6.67, 6.47
2023-12-08, 6.74, 6.54
2023-12-01, 6.78, 6.59
2023-11-24, 6.80, 6.71
2023-11-17, 6.82, 6.73
2023-11-10, 6.87, 6.77
2023-11-03, 6.87, 6.78
2023-10-27, 6.87, 6.85
2023-10-20, 6.83, 6.89
2023-10-13, 6.80, 6.86
2023-10-06, 6.77, 6.88
2023-09-29, 6.73, 6.84
2023-09-22, 6.72, 6.81
2023-09-15, 6.70, 6.75
2023-09-08, 6.73, 6.73
2023-09-01, 6.73, 6.71
2023-08-25, 6.71, 6.78
2023-08-18, 6.65, 6.76
2023-08-11, 6.63, 6.72
2023-08-04, 6.60, 6.72
2023-07-28, 6.55, 6.72
2023-07-21, 6.53, 6.70
2023-07-14, 6.49, 6.62
2023-07-07, 6.36, 6.60
2023-06-30, 6.33, 6.51
2023-06-23, 6.29, 6.54
2023-06-16, 6.23, 6.52
2023-06-09, 6.09, 6.43
2023-06-02, 5.97, 6.33
2023-05-26, 5.91, 6.32
2023-05-19, 5.90, 6.25
2023-05-12, 5.89, 6.18
2023-05-05, 5.88, 6.17
2023-04-28, 5.87, 6.19
2023-04-21, 5.87, 6.23
2023-04-14, 5.89, 6.24
2023-04-07, 5.90, 6.17
2023-03-31, 5.93, 6.23
2023-03-24, 5.98, 6.16
2023-03-17, 6.03, 6.15
2023-03-10, 5.96, 6.23
2023-03-03, 5.90, 6.29
2023-02-24, 5.87, 6.29
2023-02-17, 5.83, 6.24
2023-02-10, 5.81, 6.19
2023-02-03, 5.82, 6.14
2023-01-27, 5.83, 6.05
2023-01-20, 5.75, 5.99
2023-01-13, 5.72, 6.05
2023-01-06, 5.70, 6.12
2022-12-30, 5.70, 6.15
2022-12-23, 5.72, 6.08
2022-12-16, 5.75, 6.00
2022-12-09, 5.73, 5.86
2022-12-02, 5.64, 5.77
2022-11-25, 5.65, 5.82
2022-11-18, 5.69, 5.89
2022-11-11, 5.70, 5.92
2022-11-04, 5.72, 5.97
2022-10-28, 5.56, 5.74
2022-10-21, 5.40, 5.71
2022-10-14, 5.30, 5.66
2022-10-07, 5.25, 5.60
2022-09-30, 5.18, 5.54
2022-09-23, 5.18, 5.46
2022-09-16, 5.15, 5.45
2022-09-09, 5.07, 5.16
2022-09-02, 4.89, 4.96
2022-08-26, 4.87, 4.92
2022-08-19, 4.86, 4.85
2022-08-12, 4.89, 4.80
2022-08-05, 4.93, 4.80
2022-07-29, 4.91, 4.79
2022-07-22, 4.93, 4.87
2022-07-15, 4.82, 4.52
2022-07-08, 4.58, 4.29
2022-07-01, 4.57, 4.26
2022-06-24, 4.52, 4.26
2022-06-17, 4.44, 4.28
2022-06-10, 4.29, 4.17
2022-06-03, 4.20, 3.85
2022-05-27, 4.03, 3.70
2022-05-20, 4.02, 3.72
2022-05-13, 4.01, 3.71
2022-05-06, 3.93, 3.71
2022-04-29, 3.86, 3.64
2022-04-22, 3.84, 3.62
2022-04-15, 3.64, 3.27
2022-04-08, 3.58, 3.23
2022-04-01, 3.49, 3.20
2022-03-25, 3.39, 3.17
2022-03-18, 3.30, 3.07
2022-03-11, 3.26, 2.96
2022-03-04, 3.05, 2.75
2022-02-25, 2.83, 2.74
2022-02-18, 2.81, 2.72
2022-02-11, 2.81, 2.68
2022-02-04, 2.79, 2.64
2022-01-28, 2.78, 2.60
2022-01-21, 2.75, 2.59
2022-01-14, 2.75, 2.56
2022-01-07, 2.75, 2.53
2021-12-31, 2.74, 2.47
2021-12-24, 2.72, 2.46
2021-12-17, 2.69, 2.44
2021-12-10, 2.66, 2.48
2021-12-03, 2.65, 2.47
2021-11-26, 2.65, 2.47
2021-11-19, 2.66, 2.48
2021-11-12, 2.62, 2.47
2021-11-05, 2.60, 2.46
2021-10-29, 2.58, 2.47
2021-10-22, 2.56, 2.44
2021-10-15, 2.56, 2.42
2021-10-08, 2.55, 2.40
2021-10-01, 2.53, 2.37
2021-09-24, 2.53, 2.33
2021-09-17, 2.54, 2.31
2021-09-10, 2.54, 2.29
2021-09-03, 2.55, 2.29
2021-08-27, 2.56, 2.28
2021-08-20, 2.56, 2.27
2021-08-13, 2.56, 2.29
2021-08-06, 2.57, 2.28
2021-07-30, 2.57, 2.26
2021-07-23, 2.57, 2.26
2021-07-16, 2.57, 2.29
2021-07-09, 2.57, 2.30
2021-07-02, 2.57, 2.31
2021-06-25, 2.57, 2.31
2021-06-18, 2.57, 2.30
2021-06-11, 2.57, 2.28
2021-06-04, 2.57, 2.30
2021-05-28, 2.57, 2.29
2021-05-21, 2.57, 2.31
2021-05-14, 2.57, 2.31
2021-05-07, 2.56, 2.30
2021-04-30, 2.56, 2.30
2021-04-23, 2.56, 2.30
2021-04-16, 2.56, 2.30
2021-04-09, 2.57, 2.31
2021-04-02, 2.57, 2.32
2021-03-26, 2.57, 2.31
2021-03-19, 2.55, 2.33
2021-03-12, 2.50, 2.31
2021-03-05, 2.47, 2.30
2021-02-26, 2.48, 2.29
2021-02-19, 2.49, 2.23
2021-02-12, 2.49, 2.19
2021-02-05, 2.49, 2.19
2021-01-29, 2.52, 2.16
2021-01-22, 2.54, 2.17
2021-01-15, 2.54, 2.18
2021-01-08, 2.54, 2.20
2021-01-01, 2.54, 2.20
2020-12-25, 2.55, 2.21
2020-12-18, 2.56, 2.23
2020-12-11, 2.57, 2.24
2020-12-04, 2.59, 2.26
2020-11-27, 2.62, 2.26
2020-11-20, 2.64, 2.29
2020-11-13, 2.64, 2.31
2020-11-06, 2.64, 2.34
2020-10-30, 2.64, 2.34
2020-10-23, 2.65, 2.33
2020-10-16, 2.66, 2.34
2020-10-09, 2.67, 2.35
2020-10-02, 2.67, 2.35
2020-09-25, 2.68, 2.34
2020-09-18, 2.69, 2.33
2020-09-11, 2.69, 2.35
2020-09-04, 2.72, 2.34
2020-08-28, 2.76, 2.36
2020-08-21, 2.79, 2.36
2020-08-14, 2.82, 2.38
2020-08-07, 2.83, 2.36
2020-07-31, 2.84, 2.39
2020-07-24, 2.85, 2.43
2020-07-17, 2.88, 2.47
2020-07-10, 2.90, 2.50
2020-07-03, 2.91, 2.52
2020-06-26, 2.92, 2.51
2020-06-19, 2.93, 2.51
2020-06-12, 2.97, 2.53
2020-06-05, 3.00, 2.62
2020-05-29, 3.00, 2.66
2020-05-22, 3.03, 2.71
2020-05-15, 3.05, 2.71
2020-05-08, 3.07, 2.70
2020-05-01, 3.12, 2.75
2020-04-24, 3.13, 2.77
2020-04-17, 3.13, 2.81
2020-04-10, 3.13, 3.04
2020-04-03, 3.15, 3.08
2020-03-27, 3.25, 3.41
2020-03-20, 3.24, 3.33
2020-03-13, 3.47, 3.14
2020-03-06, 3.54, 3.14
2020-02-28, 3.69, 3.36
2020-02-21, 3.70, 3.39
2020-02-14, 3.70, 3.42
2020-02-07, 3.71, 3.42
2020-01-31, 3.72, 3.40
2020-01-24, 3.72, 3.43
2020-01-17, 3.72, 3.49
2020-01-10, 3.72, 3.51
2020-01-03, 3.71, 3.52
2019-12-27, 3.70, 3.52
2019-12-20, 3.70, 3.53
2019-12-13, 3.69, 3.54
2019-12-06, 3.69, 3.53
2019-11-29, 3.68, 3.51
2019-11-22, 3.71, 3.52
2019-11-15, 3.71, 3.54
2019-11-08, 3.71, 3.56
2019-11-01, 3.70, 3.54
2019-10-25, 3.70, 3.56
2019-10-18, 3.70, 3.56
2019-10-11, 3.69, 3.52
2019-10-04, 3.69, 3.47
2019-09-27, 3.69, 3.48
2019-09-20, 3.68, 3.51
2019-09-13, 3.69, 3.53
2019-09-06, 3.70, 3.47
2019-08-30, 3.70, 3.44
2019-08-23, 3.70, 3.46
2019-08-16, 3.72, 3.44
2019-08-09, 3.73, 3.44
2019-08-02, 3.74, 3.46
2019-07-26, 3.75, 3.45
2019-07-19, 3.75, 3.47
2019-07-12, 3.76, 3.51
2019-07-05, 3.75, 3.50
2019-06-28, 3.76, 3.46
2019-06-21, 3.78, 3.48
2019-06-14, 3.79, 3.50
2019-06-07, 3.81, 3.51
2019-05-31, 3.82, 3.51
2019-05-24, 3.81, 3.55
2019-05-17, 3.82, 3.56
2019-05-10, 3.85, 3.57
2019-05-03, 3.87, 3.57
2019-04-26, 3.88, 3.54
2019-04-19, 3.88, 3.58
2019-04-12, 3.90, 3.59
2019-04-05, 3.92, 3.58
2019-03-29, 3.97, 3.54
2019-03-22, 3.99, 3.56
2019-03-15, 4.00, 3.60
2019-03-08, 4.02, 3.62
2019-03-01, 3.98, 3.67
2019-02-22, 3.98, 3.68
2019-02-15, 3.98, 3.69
2019-02-08, 3.99, 3.70
2019-02-01, 3.99, 3.74
2019-01-25, 3.99, 3.78
2019-01-18, 3.98, 3.81
2019-01-11, 3.98, 3.82
2019-01-04, 3.98, 3.83
2018-12-28, 3.98, 3.85
2018-12-21, 3.99, 3.85
2018-12-14, 3.98, 3.86
2018-12-07, 3.98, 3.85
2018-11-30, 3.97, 3.88
2018-11-23, 3.96, 3.88
2018-11-16, 3.96, 3.86
2018-11-09, 3.96, 3.88
2018-11-02, 3.94, 3.86
2018-10-26, 3.92, 3.75
2018-10-19, 3.84, 3.70
2018-10-12, 3.82, 3.69
2018-10-05, 3.81, 3.69
2018-09-28, 3.81, 3.65
2018-09-21, 3.81, 3.64
2018-09-14, 3.81, 3.62
2018-09-07, 3.81, 3.60
2018-08-31, 3.81, 3.60
2018-08-24, 3.81, 3.60
2018-08-17, 3.80, 3.61
2018-08-10, 3.79, 3.62
2018-08-03, 3.78, 3.62
2018-07-27, 3.78, 3.59
2018-07-20, 3.78, 3.56
2018-07-13, 3.76, 3.50
2018-07-06, 3.69, 3.42
2018-06-29, 3.69, 3.40
2018-06-22, 3.69, 3.38
2018-06-15, 3.69, 3.42
2018-06-08, 3.69, 3.43
2018-06-01, 3.70, 3.42
2018-05-25, 3.68, 3.45
2018-05-18, 3.65, 3.48
2018-05-11, 3.64, 3.44
2018-05-04, 3.63, 3.42
2018-04-27, 3.63, 3.42
2018-04-20, 3.63, 3.42
2018-04-13, 3.63, 3.41
2018-04-06, 3.63, 3.38
2018-03-30, 3.62, 3.36
2018-03-23, 3.62, 3.37
2018-03-16, 3.63, 3.34
2018-03-09, 3.63, 3.36
2018-03-02, 3.62, 3.34
2018-02-23, 3.61, 3.34
2018-02-16, 3.60, 3.35
2018-02-09, 3.60, 3.34
2018-02-02, 3.59, 3.34
2018-01-26, 3.56, 3.32
2018-01-19, 3.53, 3.24
2018-01-12, 3.42, 3.18
2018-01-05, 3.41, 3.17
2017-12-29, 3.41, 3.14
2017-12-22, 3.41, 3.13
2017-12-15, 3.41, 3.08
2017-12-08, 3.41, 3.08
2017-12-01, 3.40, 3.08
2017-11-24, 3.42, 3.07
2017-11-17, 3.43, 3.08
2017-11-10, 3.44, 3.07
2017-11-03, 3.44, 3.07
2017-10-27, 3.43, 3.08
2017-10-20, 3.43, 3.11
2017-10-13, 3.43, 3.14
2017-10-06, 3.43, 3.15
2017-09-29, 3.43, 3.14
2017-09-22, 3.41, 3.16
2017-09-15, 3.37, 3.16
2017-09-08, 3.34, 3.02
2017-09-01, 3.27, 2.95
2017-08-25, 3.27, 2.94
2017-08-18, 3.26, 2.94
2017-08-11, 3.26, 2.93
2017-08-04, 3.26, 2.95
2017-07-28, 3.23, 2.98
2017-07-21, 3.18, 2.95
2017-07-14, 3.12, 2.86
2017-07-07, 3.03, 2.82
